Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence88.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence880.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence881.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence882.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence883.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence884.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence885.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence886.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence887.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence888.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence889.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence89.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence891.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence892.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence893.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence894.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence895.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence896.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence897.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence898.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence899.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence9.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence90.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence900.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence901.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence902.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence903.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence904.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence905.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence906.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence907.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence908.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence909.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence91.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence910.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence911.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence912.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence913.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence914.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence915.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence916.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence917.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence918.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence919.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence92.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence920.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence921.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence922.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence923.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence924.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence925.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence926.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence927.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence928.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence929.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence93.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence930.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence931.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence932.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence933.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence934.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence935.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence936.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence937.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence938.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence939.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence94.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence940.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence941.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence942.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence943.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence944.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence945.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence946.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence947.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence948.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence949.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence95.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence950.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence951.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence952.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence953.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence954.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence955.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence956.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence957.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence958.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence959.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence96.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence960.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence961.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence962.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence963.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence964.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence965.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence966.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence967.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence968.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence969.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence97.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence970.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence971.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence972.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence973.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence974.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence975.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence976.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence977.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence978.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence979.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence98.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence980.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence981.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence982.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence983.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence984.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence985.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence986.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence987.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence988.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence989.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence99.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence990.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence991.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence992.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence993.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence994.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence995.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence996.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence997.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence998.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence999.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
