Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence889.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence89.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence890.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence891.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence892.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence893.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence895.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence896.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence897.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence898.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence899.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence9.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence90.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence900.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence901.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence902.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence904.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence905.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence906.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence907.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence908.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence909.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence91.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence910.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence911.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence912.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence913.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence914.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence915.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence916.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence917.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence918.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence919.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence92.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence920.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence922.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence923.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence924.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence925.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence926.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence927.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence928.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence93.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence930.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence931.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence932.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence933.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence936.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence937.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence938.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence939.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence94.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence940.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence941.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence942.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence946.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence947.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence948.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence949.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence95.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence950.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence951.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence952.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence953.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence954.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence955.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence957.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence958.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence96.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence960.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence961.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence962.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence963.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence964.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence965.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence966.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence967.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence968.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence969.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence97.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence971.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence972.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence973.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence974.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence976.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence977.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence978.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence979.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence98.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence980.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence981.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence982.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence983.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence984.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence985.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence986.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence987.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence988.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence989.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence99.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence991.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence993.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence994.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence995.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence996.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence997.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence998.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
