74890897-2712.csv_1: True Class: high, Predicted: low, Probability: 0.6096032815869727
82989792-3007.csv_1: True Class: low, Predicted: low, Probability: 0.6151238484624632
830045008-3008.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838649
830344971-3009.csv_1: True Class: low, Predicted: low, Probability: 0.6037963577408312
830344971-3009.csv_2: True Class: high, Predicted: low, Probability: 0.6123273075639347
830644935-3010.csv_1: True Class: high, Predicted: low, Probability: 0.6119530327647216
830644935-3010.csv_2: True Class: low, Predicted: low, Probability: 0.6041803388298456
830944899-3011.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
831244862-3012.csv_1: True Class: low, Predicted: low, Probability: 0.6151080903765033
831544557-3013.csv_1: True Class: low, Predicted: low, Probability: 0.6101575304126144
831544557-3013.csv_2: True Class: high, Predicted: low, Probability: 0.6059934778723217
831844184-3014.csv_1: True Class: high, Predicted: low, Probability: 0.604951884094553
831844184-3014.csv_2: True Class: low, Predicted: low, Probability: 0.6112155731431175
832144523-3015.csv_1: True Class: low, Predicted: low, Probability: 0.6151311247164565
832444718-3016.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
832744681-3017.csv_1: True Class: low, Predicted: low, Probability: 0.6151130496263751
83289830-3018.csv_1: True Class: low, Predicted: low, Probability: 0.615117313590027
833044484-3019.csv_1: True Class: low, Predicted: low, Probability: 0.615110963970336
833344245-3020.csv_1: True Class: low, Predicted: low, Probability: 0.6151308003011757
833644434-3021.csv_1: True Class: low, Predicted: low, Probability: 0.6151268145996371
833944536-3022.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
834244500-3023.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
834544464-3024.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838649
834844427-3025.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
835144391-3026.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
835444355-3027.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
835744319-3028.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
83589725-3029.csv_1: True Class: low, Predicted: low, Probability: 0.6151065608720055
836044283-3030.csv_1: True Class: low, Predicted: low, Probability: 0.6151197699768913
836344231-3031.csv_1: True Class: low, Predicted: low, Probability: 0.6151066072207388
836643895-3032.csv_1: True Class: low, Predicted: low, Probability: 0.6151144864033748
836943731-3033.csv_1: True Class: low, Predicted: low, Probability: 0.6106440935703982
836943731-3033.csv_2: True Class: high, Predicted: low, Probability: 0.6055229588036658
837243845-3034.csv_1: True Class: high, Predicted: low, Probability: 0.6030280600832846
837243845-3034.csv_2: True Class: low, Predicted: low, Probability: 0.6130705901623482
837543744-3035.csv_1: True Class: low, Predicted: low, Probability: 0.6151141156228616
837843573-3036.csv_1: True Class: low, Predicted: low, Probability: 0.6151273244015683
838143687-3037.csv_1: True Class: low, Predicted: low, Probability: 0.6052360641161532
838143687-3037.csv_2: True Class: high, Predicted: low, Probability: 0.6109261815926207
838443800-3038.csv_1: True Class: high, Predicted: low, Probability: 0.6027389749250417
838443800-3038.csv_2: True Class: low, Predicted: low, Probability: 0.6133604227928656
838743914-3039.csv_1: True Class: low, Predicted: low, Probability: 0.6151223653830922
83889388-3040.csv_1: True Class: low, Predicted: low, Probability: 0.6151164793409455
839043920-3041.csv_1: True Class: low, Predicted: low, Probability: 0.6151198163236233
839343869-3042.csv_1: True Class: low, Predicted: low, Probability: 0.6151066072207388
839643533-3043.csv_1: True Class: low, Predicted: low, Probability: 0.6151170355072526
8398979-3044.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305057
839943426-3045.csv_1: True Class: low, Predicted: low, Probability: 0.6151342298167458
840243690-3046.csv_1: True Class: low, Predicted: low, Probability: 0.6151243582693365
840543739-3047.csv_1: True Class: low, Predicted: low, Probability: 0.6151202797905609
840843699-3048.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601012
841143588-3049.csv_1: True Class: low, Predicted: low, Probability: 0.6151195845898929
841443534-3050.csv_1: True Class: low, Predicted: low, Probability: 0.6010959259526618
841443534-3050.csv_2: True Class: high, Predicted: low, Probability: 0.6134506981233854
841443534-3050.csv_3: True Class: low, Predicted: low, Probability: 0.6024492513327688
841743573-3051.csv_1: True Class: low, Predicted: low, Probability: 0.6151164793409477
84189267-3052.csv_1: True Class: low, Predicted: low, Probability: 0.6151210213362014
842043450-3053.csv_1: True Class: low, Predicted: low, Probability: 0.615113513103566
842343264-3054.csv_1: True Class: low, Predicted: low, Probability: 0.6151135131035658
842643078-3055.csv_1: True Class: low, Predicted: low, Probability: 0.6034107256001987
842643078-3055.csv_2: True Class: high, Predicted: low, Probability: 0.6121383544805395
842643078-3055.csv_3: True Class: low, Predicted: low, Probability: 0.601483192689046
842942979-3056.csv_1: True Class: low, Predicted: low, Probability: 0.6151240338468785
843243021-3057.csv_1: True Class: low, Predicted: low, Probability: 0.6151287611115274
843543166-3058.csv_1: True Class: low, Predicted: low, Probability: 0.6151301514695808
843843340-3059.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
844143304-3060.csv_1: True Class: low, Predicted: low, Probability: 0.6151164793409455
844443182-3061.csv_1: True Class: low, Predicted: low, Probability: 0.6151100370075326
844742920-3062.csv_1: True Class: low, Predicted: low, Probability: 0.6151248680753616
84489245-3063.csv_1: True Class: low, Predicted: low, Probability: 0.6151342761612874
845042981-3064.csv_1: True Class: low, Predicted: low, Probability: 0.6151299197436777
845343148-3065.csv_1: True Class: low, Predicted: low, Probability: 0.6151100370075328
845642886-3066.csv_1: True Class: low, Predicted: low, Probability: 0.6151179161018389
845942797-3067.csv_1: True Class: low, Predicted: low, Probability: 0.6151308003011764
846242986-3068.csv_1: True Class: low, Predicted: low, Probability: 0.6151233850009326
846543014-3069.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
846842978-3070.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
847142942-3071.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838645
847442905-3072.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
847742869-3073.csv_1: True Class: low, Predicted: low, Probability: 0.6151155060474766
84789509-3074.csv_1: True Class: low, Predicted: low, Probability: 0.615128992838307
848042725-3075.csv_1: True Class: low, Predicted: low, Probability: 0.6151141156228617
848342554-3076.csv_1: True Class: low, Predicted: low, Probability: 0.6151273244015683
848642668-3077.csv_1: True Class: low, Predicted: low, Probability: 0.6151207896033828
848942638-3078.csv_1: True Class: low, Predicted: low, Probability: 0.6151100833557395
849242377-3079.csv_1: True Class: low, Predicted: low, Probability: 0.6151248680753615
849542438-3080.csv_1: True Class: low, Predicted: low, Probability: 0.6151302905050381
849842615-3081.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
850142579-3082.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
850442543-3083.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
850742506-3084.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
85089658-3085.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305059
851042470-3086.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
851342434-3087.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
851642398-3088.csv_1: True Class: low, Predicted: low, Probability: 0.6151177770607573
851942304-3089.csv_1: True Class: low, Predicted: low, Probability: 0.6151135131035658
852242118-3090.csv_1: True Class: low, Predicted: low, Probability: 0.6151233850009336
852542147-3091.csv_1: True Class: low, Predicted: low, Probability: 0.6151269999822564
852842253-3092.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
853142217-3093.csv_1: True Class: low, Predicted: low, Probability: 0.6151164793409456
853442094-3094.csv_1: True Class: low, Predicted: low, Probability: 0.6151100833557395
853741833-3095.csv_1: True Class: low, Predicted: low, Probability: 0.6151149962258509
85389621-3096.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
854041679-3097.csv_1: True Class: low, Predicted: low, Probability: 0.6151172672429186
854341575-3098.csv_1: True Class: low, Predicted: low, Probability: 0.6151238948085773
854641614-3099.csv_1: True Class: low, Predicted: low, Probability: 0.6151264901797839
854941710-3100.csv_1: True Class: low, Predicted: low, Probability: 0.6151308003011764
855241899-3101.csv_1: True Class: low, Predicted: low, Probability: 0.6151233850009327
855541927-3102.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838649
855841890-3103.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
856141854-3104.csv_1: True Class: low, Predicted: low, Probability: 0.6151191211219015
856441789-3105.csv_1: True Class: low, Predicted: low, Probability: 0.6151169428129408
856741678-3106.csv_1: True Class: low, Predicted: low, Probability: 0.615114486403377
85689585-3107.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838649
857041513-3108.csv_1: True Class: low, Predicted: low, Probability: 0.6151142546656075
857341345-3109.csv_1: True Class: low, Predicted: low, Probability: 0.6151308003011764
857641534-3110.csv_1: True Class: low, Predicted: low, Probability: 0.6151268609453021
857941637-3111.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
858241600-3112.csv_1: True Class: low, Predicted: low, Probability: 0.6151155060474763
858541457-3113.csv_1: True Class: low, Predicted: low, Probability: 0.6151136521465856
858841274-3114.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601012
859141163-3115.csv_1: True Class: low, Predicted: low, Probability: 0.6151221799976667
859441166-3116.csv_1: True Class: low, Predicted: low, Probability: 0.6151308003011764
859741355-3117.csv_1: True Class: low, Predicted: low, Probability: 0.6151233850009327
85989548-3118.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
860041383-3119.csv_1: True Class: low, Predicted: low, Probability: 0.6151199553637791
860341335-3120.csv_1: True Class: low, Predicted: low, Probability: 0.6151100833557395
860641074-3121.csv_1: True Class: low, Predicted: low, Probability: 0.6151179161018389
860940985-3122.csv_1: True Class: low, Predicted: low, Probability: 0.6151308003011764
861241174-3123.csv_1: True Class: low, Predicted: low, Probability: 0.6151233850009327
861541202-3124.csv_1: True Class: low, Predicted: low, Probability: 0.6151197699768913
861841150-3125.csv_1: True Class: low, Predicted: low, Probability: 0.6151066072207388
862140814-3126.csv_1: True Class: low, Predicted: low, Probability: 0.6151170818543988
862440708-3127.csv_1: True Class: low, Predicted: low, Probability: 0.6151342298167456
862740971-3128.csv_1: True Class: low, Predicted: low, Probability: 0.6151243582693365
86289512-3129.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838644
863041020-3130.csv_1: True Class: low, Predicted: low, Probability: 0.6151201407505535
863340977-3131.csv_1: True Class: low, Predicted: low, Probability: 0.6151135131035658
863640791-3132.csv_1: True Class: low, Predicted: low, Probability: 0.6151161085628473
863940662-3133.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
864240625-3134.csv_1: True Class: low, Predicted: low, Probability: 0.6151253778805355
864540697-3135.csv_1: True Class: low, Predicted: low, Probability: 0.6151269999822564
864840803-3136.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
865140767-3137.csv_1: True Class: low, Predicted: low, Probability: 0.6151164793409456
865440644-3138.csv_1: True Class: low, Predicted: low, Probability: 0.6151100833557395
865740383-3139.csv_1: True Class: low, Predicted: low, Probability: 0.6151248680753613
86589475-3140.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305059
866040444-3141.csv_1: True Class: low, Predicted: low, Probability: 0.6151301978147408
866340618-3142.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601012
866640507-3143.csv_1: True Class: low, Predicted: low, Probability: 0.6151182405307847
866940424-3144.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
867240388-3145.csv_1: True Class: low, Predicted: low, Probability: 0.6151130032786173
867540191-3146.csv_1: True Class: low, Predicted: low, Probability: 0.6151110566664619
867839955-3147.csv_1: True Class: low, Predicted: low, Probability: 0.6151342298167458
868140219-3148.csv_1: True Class: low, Predicted: low, Probability: 0.6151289928383076
868440368-3149.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
868740332-3150.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
86889438-3151.csv_1: True Class: low, Predicted: low, Probability: 0.6151179624488536
869040296-3152.csv_1: True Class: low, Predicted: low, Probability: 0.6042762279903925
869040296-3152.csv_2: True Class: high, Predicted: low, Probability: 0.6113905435579745
869040296-3152.csv_3: True Class: low, Predicted: low, Probability: 0.6013859100595972
869340244-3153.csv_1: True Class: low, Predicted: low, Probability: 0.6151066072207388
869639908-3154.csv_1: True Class: low, Predicted: low, Probability: 0.6151170818543988
8698943-3155.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151203724838649
869939802-3156.csv_1: True Class: low, Predicted: low, Probability: 0.6065755841575309
869939802-3156.csv_2: True Class: high, Predicted: low, Probability: 0.6096117730284762
870240065-3157.csv_1: True Class: high, Predicted: low, Probability: 0.6041835052026572
870240065-3157.csv_2: True Class: low, Predicted: low, Probability: 0.6119537819500294
870540114-3158.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
870840078-3159.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
871140042-3160.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
871440006-3161.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
871739969-3162.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
87189348-3163.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601015
872039933-3164.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
872339897-3165.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
872639861-3166.csv_1: True Class: low, Predicted: low, Probability: 0.6151203724838645
872939824-3167.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
873239788-3168.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
873539752-3169.csv_1: True Class: low, Predicted: low, Probability: 0.6128879706862488
873539752-3169.csv_2: True Class: high, Predicted: low, Probability: 0.6032193761194715
873839712-3170.csv_1: True Class: high, Predicted: low, Probability: 0.6017728891461037
873839712-3170.csv_2: True Class: inactive, Predicted: low, Probability: 0.6142818816503074
874139601-3171.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151156450895908
874439461-3172.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151135131035658
874739275-3173.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151159695209448
87489237-3174.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601014
875039142-3175.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151176843666695
875339049-3176.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151342298167458
875639313-3177.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151289928383076
875939462-3178.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
876239426-3179.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305057
876539390-3180.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151203724838649
876839353-3181.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
877139317-3182.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
877439281-3183.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
877739244-3184.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151179624488536
87789126-3185.csv_1: True Class: low, Predicted: low, Probability: 0.6151208822965325
878039154-3186.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151173135900296
878339051-3187.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151238948085773
878639090-3188.csv_1: True Class: inactive, Predicted: low, Probability: 0.615122550768406
878939100-3189.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
879239063-3190.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305057
879539027-3191.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
879838991-3192.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
880138955-3193.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151203724838645
880438918-3194.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
880738882-3195.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
88089101-3196.csv_1: True Class: low, Predicted: low, Probability: 0.6151272780559727
881038846-3197.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151201407505535
881338803-3198.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151134667558787
881638616-3199.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151148108359593
881938458-3200.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151169891601015
882238347-3201.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151268609453029
882538451-3202.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151302905050381
882838628-3203.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
883138592-3204.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151178234077915
883438498-3205.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151135131035659
883738312-3206.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151233850009336
88389214-3207.csv_1: True Class: low, Predicted: low, Probability: 0.6151199090170691
884038341-3208.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151269999822564
884338447-3209.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
884638411-3210.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
884938375-3211.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
885238338-3212.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305057
885538302-3213.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151200017104828
885838255-3214.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151100833557395
886137994-3215.csv_1: True Class: inactive, Predicted: low, Probability: 0.615117916101839
886437905-3216.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151307539561078
886738094-3217.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151233386547406
88689166-3218.csv_1: True Class: low, Predicted: low, Probability: 0.6151169428129412
887038121-3219.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151200017104828
887338074-3220.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151100370075328
887637812-3221.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151139765800503
887937637-3222.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
888237601-3223.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151278342026484
888537726-3224.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151302905050381
888837903-3225.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
889137867-3226.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151165256881762
889437745-3227.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151100833557395
889737484-3228.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151248680753615
88989054-3229.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601015
890037545-3230.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151302905050381
890337722-3231.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
890637686-3232.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
890937650-3233.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
891237613-3234.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305057
891537577-3235.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151202797905609
891837537-3236.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151169891601015
892137426-3237.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151195845898929
892437373-3238.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151238484624628
892737411-3239.csv_1: True Class: inactive, Predicted: low, Probability: 0.615121392108347
89288943-3240.csv_1: True Class: low, Predicted: low, Probability: 0.6151209286430963
893037396-3241.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151201407505535
893337353-3242.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151134667558787
893637166-3243.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151187503470044
893937095-3244.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151273244015683
894237209-3245.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151223653830922
894537215-3246.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151200017104828
894837168-3247.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151100370075328
895136906-3248.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151179161018389
895436817-3249.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151308003011764
895737006-3250.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151233850009327
89588919-3251.csv_1: True Class: low, Predicted: low, Probability: 0.6151272780559727
896037034-3252.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151199553637791
896336986-3253.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151100833557395
896636725-3254.csv_1: True Class: inactive, Predicted: low, Probability: 0.615112678844119
896936521-3255.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151169891601015
897236410-3256.csv_1: True Class: inactive, Predicted: low, Probability: 0.615129317255506
897536568-3257.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151335809924248
898327087-3258.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151134667558787
898626900-3259.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151161085628472
89889032-3260.csv_1: True Class: low, Predicted: low, Probability: 0.6151223653830923
898926771-3261.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
899226735-3262.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151253778805355
899526807-3263.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151269999822564
899826913-3264.csv_1: True Class: inactive, Predicted: low, Probability: 0.6031233228495695
899826913-3264.csv_2: True Class: high, Predicted: low, Probability: 0.6129812773331226
899890-3266.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151179624488535
8998906-3265.csv_1: True Class: inactive, Predicted: low, Probability: 0.6151204188305054
900126877-3267.csv_1: True Class: high, Predicted: low, Probability: 0.6034118797096992
900126877-3267.csv_2: True Class: low, Predicted: low, Probability: 0.6126972559556065
900426754-3268.csv_1: True Class: low, Predicted: low, Probability: 0.6151100833557395
900726493-3269.csv_1: True Class: low, Predicted: low, Probability: 0.6151199090170674
901026447-3270.csv_1: True Class: low, Predicted: low, Probability: 0.615123987500785
901326489-3271.csv_1: True Class: low, Predicted: low, Probability: 0.6151273244015683
901626603-3272.csv_1: True Class: low, Predicted: low, Probability: 0.6151246826914509
90189038-3273.csv_1: True Class: low, Predicted: low, Probability: 0.6151197699768913
901926659-3274.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305054
902226623-3275.csv_1: True Class: low, Predicted: low, Probability: 0.6151204188305057
902526587-3276.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
902526587-3276.csv_2: True Class: high, Predicted: low, Probability: 0.6150276651518082
902826550-3277.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
903126514-3278.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
903426478-3279.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
903726442-3280.csv_1: True Class: high, Predicted: low, Probability: 0.6151179624488532
904026352-3281.csv_1: True Class: high, Predicted: low, Probability: 0.6151168037714171
904326237-3282.csv_1: True Class: high, Predicted: low, Probability: 0.6151135131035658
904626051-3283.csv_1: True Class: high, Predicted: low, Probability: 0.6151200480571823
90488986-3284.csv_1: True Class: low, Predicted: low, Probability: 0.6151066072207391
904926008-3285.csv_1: True Class: high, Predicted: low, Probability: 0.6151307539561078
905226197-3286.csv_1: True Class: high, Predicted: low, Probability: 0.6151233386547406
905526224-3287.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
905826188-3288.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
906126152-3289.csv_1: True Class: high, Predicted: low, Probability: 0.6151191211219015
906426087-3290.csv_1: True Class: high, Predicted: low, Probability: 0.6075194399173053
906426087-3290.csv_2: True Class: low, Predicted: low, Probability: 0.6086565727137876
906725976-3291.csv_1: True Class: low, Predicted: low, Probability: 0.6020625753595052
906725976-3291.csv_2: True Class: high, Predicted: low, Probability: 0.6110162253673489
906725976-3291.csv_3: True Class: low, Predicted: low, Probability: 0.6039891484514595
907025972-3292.csv_1: True Class: low, Predicted: low, Probability: 0.6151237094240772
907326007-3293.csv_1: True Class: low, Predicted: low, Probability: 0.6095089641144052
907326007-3293.csv_2: True Class: high, Predicted: low, Probability: 0.6066652474731407
907625971-3294.csv_1: True Class: high, Predicted: low, Probability: 0.6058072615378167
907625971-3294.csv_2: True Class: low, Predicted: low, Probability: 0.6103517751570439
90788649-3295.csv_1: True Class: low, Predicted: low, Probability: 0.6151171282015386
907925820-3296.csv_1: True Class: low, Predicted: low, Probability: 0.6151066072207388
908225483-3297.csv_1: True Class: low, Predicted: low, Probability: 0.6151189820813663
908525416-3298.csv_1: True Class: low, Predicted: low, Probability: 0.6151238948085773
908825455-3299.csv_1: True Class: low, Predicted: low, Probability: 0.6151238484624632
909125493-3300.csv_1: True Class: low, Predicted: low, Probability: 0.6151251924969334
909425561-3301.csv_1: True Class: low, Predicted: low, Probability: 0.6151273244015683
909725675-3302.csv_1: True Class: low, Predicted: low, Probability: 0.6151223653830922
910025681-3303.csv_1: True Class: low, Predicted: low, Probability: 0.6151202797905609
910325641-3304.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601012
910625530-3305.csv_1: True Class: low, Predicted: low, Probability: 0.6057105797215104
910625530-3305.csv_2: True Class: high, Predicted: low, Probability: 0.610444853477004
91088543-3306.csv_1: True Class: low, Predicted: low, Probability: 0.6151342761612874
910925332-3307.csv_1: True Class: high, Predicted: low, Probability: 0.6108176438461732
910925332-3307.csv_2: True Class: low, Predicted: low, Probability: 0.6053252857164082
911224996-3308.csv_1: True Class: low, Predicted: low, Probability: 0.6151214384548339
911524983-3309.csv_1: True Class: low, Predicted: low, Probability: 0.6140125892904356
911524983-3309.csv_2: True Class: high, Predicted: low, Probability: 0.6020633961893611
911825097-3310.csv_1: True Class: high, Predicted: low, Probability: 0.6121456546225246
911825097-3310.csv_2: True Class: low, Predicted: low, Probability: 0.603989868503593
912125210-3311.csv_1: True Class: low, Predicted: low, Probability: 0.6151233850009336
912425237-3312.csv_1: True Class: low, Predicted: low, Probability: 0.6151169891601015
912725126-3313.csv_1: True Class: low, Predicted: low, Probability: 0.615124404615375
913025176-3314.csv_1: True Class: low, Predicted: low, Probability: 0.6072391115220586
913025176-3314.csv_2: True Class: high, Predicted: low, Probability: 0.608945826287726
913325282-3315.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
913625246-3316.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
91388807-3317.csv_1: True Class: low, Predicted: low, Probability: 0.6151243582693365
913925210-3318.csv_1: True Class: high, Predicted: low, Probability: 0.6151204188305054
914225174-3319.csv_1: True Class: high, Predicted: low, Probability: 0.6011927604987146
914225174-3319.csv_2: True Class: low, Predicted: low, Probability: 0.6042762759519407
914225174-3319.csv_3: True Class: high, Predicted: low, Probability: 0.6112968533943902
914225174-3319.csv_4: True Class: low, Predicted: low, Probability: 0.601095877528378
914225174-3319.csv_5: True Class: high, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_2: True Class: low, Predicted: low, Probability: 0.6012895186186716
914525138-3320.csv_3: True Class: high, Predicted: low, Probability: 0.601095877528378
914525138-3320.csv_4: True Class: low, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_5: True Class: high, Predicted: low, Probability: 0.6075210069025576
