74890897-2712.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
830644935-3010.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
830644935-3010.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
830944899-3011.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
831244862-3012.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
831544557-3013.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
831544557-3013.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
831844184-3014.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
831844184-3014.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
832144523-3015.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
832444718-3016.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
832744681-3017.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
83289830-3018.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
833044484-3019.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
833344245-3020.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
833644434-3021.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
833944536-3022.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
834244500-3023.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
834544464-3024.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
834844427-3025.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
835144391-3026.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
835444355-3027.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
835744319-3028.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
83589725-3029.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
836044283-3030.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
836344231-3031.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
836643895-3032.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
836943731-3033.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
836943731-3033.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
837243845-3034.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
837243845-3034.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
837543744-3035.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
837843573-3036.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
838143687-3037.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
838143687-3037.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
838443800-3038.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
838443800-3038.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
838743914-3039.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
83889388-3040.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
839043920-3041.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
839343869-3042.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
839643533-3043.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
8398979-3044.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
839943426-3045.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
840243690-3046.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
840543739-3047.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
840843699-3048.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
841143588-3049.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
841443534-3050.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
841443534-3050.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
841443534-3050.csv_3: True Class: low, Predicted: low, Probability: 0.6009990633780831
841743573-3051.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
84189267-3052.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
842043450-3053.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
842343264-3054.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
842643078-3055.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
842643078-3055.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
842643078-3055.csv_3: True Class: low, Predicted: low, Probability: 0.6009990633780831
842942979-3056.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
843243021-3057.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
843543166-3058.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
843843340-3059.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
844143304-3060.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
844443182-3061.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
844742920-3062.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
84489245-3063.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
845042981-3064.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
845343148-3065.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
845642886-3066.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
845942797-3067.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
846242986-3068.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
846543014-3069.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
846842978-3070.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
847142942-3071.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
847442905-3072.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
847742869-3073.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
84789509-3074.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
848042725-3075.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
848342554-3076.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
848642668-3077.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
848942638-3078.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
849242377-3079.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
849542438-3080.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
849842615-3081.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
850142579-3082.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
850442543-3083.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
850742506-3084.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
85089658-3085.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
851042470-3086.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
851342434-3087.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
851642398-3088.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
851942304-3089.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
852242118-3090.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
852542147-3091.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
852842253-3092.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
853142217-3093.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
853442094-3094.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
853741833-3095.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
85389621-3096.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
854041679-3097.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
854341575-3098.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
854641614-3099.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
854941710-3100.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
855241899-3101.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
855541927-3102.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
855841890-3103.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
856141854-3104.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
856441789-3105.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
856741678-3106.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
85689585-3107.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
857041513-3108.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
857341345-3109.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
857641534-3110.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
857941637-3111.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
858241600-3112.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
858541457-3113.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
858841274-3114.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
859141163-3115.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
859441166-3116.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
859741355-3117.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
85989548-3118.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
860041383-3119.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
860341335-3120.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
860641074-3121.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
860940985-3122.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
861241174-3123.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
861541202-3124.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
861841150-3125.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
862140814-3126.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
862440708-3127.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
862740971-3128.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
86289512-3129.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
863041020-3130.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
863340977-3131.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
863640791-3132.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
863940662-3133.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
864240625-3134.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
864540697-3135.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
864840803-3136.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
865140767-3137.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
865440644-3138.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
865740383-3139.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
86589475-3140.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
866040444-3141.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
866340618-3142.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
866640507-3143.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
866940424-3144.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
867240388-3145.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
867540191-3146.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
867839955-3147.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
868140219-3148.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
868440368-3149.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
868740332-3150.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
86889438-3151.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
869040296-3152.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
869040296-3152.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
869040296-3152.csv_3: True Class: low, Predicted: low, Probability: 0.6009990633780831
869340244-3153.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
869639908-3154.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
8698943-3155.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
869939802-3156.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
869939802-3156.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
870240065-3157.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
870240065-3157.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
870540114-3158.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
870840078-3159.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
871140042-3160.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
871440006-3161.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
871739969-3162.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
87189348-3163.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
872039933-3164.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
872339897-3165.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
872639861-3166.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
872939824-3167.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
873239788-3168.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
873539752-3169.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
873539752-3169.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
873839712-3170.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
873839712-3170.csv_2: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
874139601-3171.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
874439461-3172.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
874739275-3173.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
87489237-3174.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
875039142-3175.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
875339049-3176.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
875639313-3177.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
875939462-3178.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
876239426-3179.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
876539390-3180.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
876839353-3181.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
877139317-3182.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
877439281-3183.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
877739244-3184.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
87789126-3185.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
878039154-3186.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
878339051-3187.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
878639090-3188.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
878939100-3189.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
879239063-3190.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
879539027-3191.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
879838991-3192.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
880138955-3193.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
880438918-3194.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
880738882-3195.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
88089101-3196.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
881038846-3197.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
881338803-3198.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
881638616-3199.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
881938458-3200.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
882238347-3201.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
882538451-3202.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
882838628-3203.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
883138592-3204.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
883438498-3205.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
883738312-3206.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
88389214-3207.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
884038341-3208.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
884338447-3209.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
884638411-3210.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
884938375-3211.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
885238338-3212.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
885538302-3213.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
885838255-3214.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
886137994-3215.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
886437905-3216.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
886738094-3217.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
88689166-3218.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
887038121-3219.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
887338074-3220.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
887637812-3221.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
887937637-3222.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
888237601-3223.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
888537726-3224.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
888837903-3225.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
889137867-3226.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
889437745-3227.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
889737484-3228.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
88989054-3229.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
890037545-3230.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
890337722-3231.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
890637686-3232.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
890937650-3233.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
891237613-3234.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
891537577-3235.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
891837537-3236.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
892137426-3237.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
892437373-3238.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
892737411-3239.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
89288943-3240.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
893037396-3241.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
893337353-3242.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
893637166-3243.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
893937095-3244.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
894237209-3245.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
894537215-3246.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
894837168-3247.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
895136906-3248.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
895436817-3249.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
895737006-3250.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
89588919-3251.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
896037034-3252.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
896336986-3253.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
896636725-3254.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
896936521-3255.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
897236410-3256.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
897536568-3257.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
898327087-3258.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
898626900-3259.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
89889032-3260.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
898926771-3261.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
899226735-3262.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
899526807-3263.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
899826913-3264.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
899826913-3264.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
899890-3266.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
8998906-3265.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
900126877-3267.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
900126877-3267.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
900426754-3268.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
900726493-3269.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
901026447-3270.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
901326489-3271.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
901626603-3272.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
90189038-3273.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
901926659-3274.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
902226623-3275.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
902526587-3276.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
902526587-3276.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
902826550-3277.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
903126514-3278.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
903426478-3279.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
903726442-3280.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
904026352-3281.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
904326237-3282.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
904626051-3283.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
90488986-3284.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
904926008-3285.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
905226197-3286.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
905526224-3287.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
905826188-3288.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
906126152-3289.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
906426087-3290.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
906426087-3290.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
906725976-3291.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
906725976-3291.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
906725976-3291.csv_3: True Class: low, Predicted: low, Probability: 0.600999063378083
907025972-3292.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
907326007-3293.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
907326007-3293.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
907625971-3294.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
907625971-3294.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
90788649-3295.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
907925820-3296.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
908225483-3297.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
908525416-3298.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
908825455-3299.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
909125493-3300.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
909425561-3301.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
909725675-3302.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
910025681-3303.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
910325641-3304.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
910625530-3305.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
910625530-3305.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
91088543-3306.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
910925332-3307.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
910925332-3307.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
911224996-3308.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
911524983-3309.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
911524983-3309.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
911825097-3310.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
911825097-3310.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
912125210-3311.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
912425237-3312.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
912725126-3313.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
913025176-3314.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
913025176-3314.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
913325282-3315.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
913625246-3316.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
91388807-3317.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
913925210-3318.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
914225174-3319.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
914225174-3319.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
914225174-3319.csv_3: True Class: high, Predicted: low, Probability: 0.600999063378083
914225174-3319.csv_4: True Class: low, Predicted: low, Probability: 0.600999063378083
914225174-3319.csv_5: True Class: high, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_3: True Class: high, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_4: True Class: low, Predicted: low, Probability: 0.6009990633780831
914525138-3320.csv_5: True Class: high, Predicted: low, Probability: 0.600999063378083
914525138-3320.csv_6: True Class: low, Predicted: low, Probability: 0.600999063378083
914825094-3321.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
914825094-3321.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
915124908-3322.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
915424750-3323.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
915724639-3324.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
916024743-3325.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
916324920-3326.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
