Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.9746926921089573
Sequence880.csv_1: True Class: C, Predicted: B, Probability: 0.7499133749928105
Sequence881.csv_1: True Class: C, Predicted: C, Probability: 0.9999997067308611
Sequence882.csv_1: True Class: C, Predicted: A, Probability: 0.9690813118157636
Sequence883.csv_1: True Class: B, Predicted: B, Probability: 0.7274905480872057
Sequence884.csv_1: True Class: B, Predicted: C, Probability: 0.9207697418755701
Sequence885.csv_1: True Class: C, Predicted: C, Probability: 0.9957168605923694
Sequence886.csv_1: True Class: B, Predicted: B, Probability: 0.9997894547430262
Sequence887.csv_1: True Class: B, Predicted: C, Probability: 0.9983307687864865
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.9997507198197985
Sequence889.csv_1: True Class: A, Predicted: A, Probability: 0.6023903201807558
Sequence89.csv_1: True Class: B, Predicted: C, Probability: 0.9483694574419476
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.9998433859677196
Sequence891.csv_1: True Class: C, Predicted: B, Probability: 0.6062762031899108
Sequence892.csv_1: True Class: B, Predicted: C, Probability: 0.9948159769760356
Sequence893.csv_1: True Class: C, Predicted: C, Probability: 0.9988119448164346
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.9899922598725962
Sequence895.csv_1: True Class: C, Predicted: A, Probability: 0.9977080444931208
Sequence896.csv_1: True Class: C, Predicted: C, Probability: 0.8315793034146004
Sequence897.csv_1: True Class: A, Predicted: B, Probability: 0.9907076092286513
Sequence898.csv_1: True Class: C, Predicted: A, Probability: 0.9361952039260885
Sequence899.csv_1: True Class: B, Predicted: C, Probability: 0.9999421229341222
Sequence9.csv_1: True Class: A, Predicted: C, Probability: 0.9962197722991217
Sequence90.csv_1: True Class: B, Predicted: C, Probability: 0.9952976521331592
Sequence900.csv_1: True Class: B, Predicted: B, Probability: 0.6294024752781905
Sequence901.csv_1: True Class: B, Predicted: C, Probability: 0.9600751422352934
Sequence902.csv_1: True Class: C, Predicted: A, Probability: 0.9938287035957867
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.9999998403710979
Sequence904.csv_1: True Class: A, Predicted: B, Probability: 0.9977514892103618
Sequence905.csv_1: True Class: A, Predicted: B, Probability: 0.9997015710722675
Sequence906.csv_1: True Class: C, Predicted: B, Probability: 0.7558866780792606
Sequence907.csv_1: True Class: A, Predicted: B, Probability: 0.9919453555798201
Sequence908.csv_1: True Class: B, Predicted: C, Probability: 0.6987223575765937
Sequence909.csv_1: True Class: C, Predicted: C, Probability: 0.9994702498244299
Sequence91.csv_1: True Class: C, Predicted: C, Probability: 0.4633244602635689
Sequence910.csv_1: True Class: C, Predicted: B, Probability: 0.9174728899540932
Sequence911.csv_1: True Class: C, Predicted: A, Probability: 0.585666136811857
Sequence912.csv_1: True Class: C, Predicted: C, Probability: 0.8822578246049391
Sequence913.csv_1: True Class: C, Predicted: B, Probability: 0.999997266817091
Sequence914.csv_1: True Class: C, Predicted: A, Probability: 0.9997822351141313
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.9953943859265046
Sequence916.csv_1: True Class: B, Predicted: C, Probability: 0.9954346728004955
Sequence917.csv_1: True Class: A, Predicted: B, Probability: 0.9999856102474068
Sequence918.csv_1: True Class: B, Predicted: B, Probability: 0.996590658607104
Sequence919.csv_1: True Class: A, Predicted: C, Probability: 0.8220630428007102
Sequence92.csv_1: True Class: C, Predicted: B, Probability: 0.7842675118116544
Sequence920.csv_1: True Class: C, Predicted: C, Probability: 0.9099719213235035
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.980590538321847
Sequence922.csv_1: True Class: C, Predicted: A, Probability: 0.9327211469448213
Sequence923.csv_1: True Class: A, Predicted: C, Probability: 0.9999454215643765
Sequence924.csv_1: True Class: A, Predicted: C, Probability: 0.9697123275963861
Sequence925.csv_1: True Class: A, Predicted: B, Probability: 0.9999362663092647
Sequence926.csv_1: True Class: A, Predicted: B, Probability: 0.6483625231430267
Sequence927.csv_1: True Class: B, Predicted: C, Probability: 0.42848287367512833
Sequence928.csv_1: True Class: C, Predicted: B, Probability: 0.7698678216571082
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.9184920158132286
Sequence93.csv_1: True Class: B, Predicted: A, Probability: 0.9996151231812346
Sequence930.csv_1: True Class: A, Predicted: C, Probability: 0.9440691703388424
Sequence931.csv_1: True Class: C, Predicted: C, Probability: 0.7695129238501909
Sequence932.csv_1: True Class: A, Predicted: B, Probability: 0.9973781267025137
Sequence933.csv_1: True Class: B, Predicted: C, Probability: 0.7930791108388112
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.938170110777185
Sequence935.csv_1: True Class: B, Predicted: C, Probability: 0.9045079212077896
Sequence936.csv_1: True Class: C, Predicted: C, Probability: 0.6705008406908077
Sequence937.csv_1: True Class: B, Predicted: C, Probability: 0.9980467443168006
Sequence938.csv_1: True Class: B, Predicted: B, Probability: 0.9664868924654015
Sequence939.csv_1: True Class: B, Predicted: C, Probability: 0.9999993916001346
Sequence94.csv_1: True Class: B, Predicted: B, Probability: 0.9672140230643697
Sequence940.csv_1: True Class: B, Predicted: B, Probability: 0.9914371531728567
Sequence941.csv_1: True Class: C, Predicted: B, Probability: 0.9998707361317376
Sequence942.csv_1: True Class: A, Predicted: B, Probability: 0.9917774938152228
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.9963552093043391
Sequence944.csv_1: True Class: A, Predicted: B, Probability: 0.9999737358016675
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.9996426363089462
Sequence946.csv_1: True Class: A, Predicted: C, Probability: 0.8997059491229985
Sequence947.csv_1: True Class: A, Predicted: C, Probability: 0.9998544152806539
Sequence948.csv_1: True Class: C, Predicted: C, Probability: 0.9999669639546419
Sequence949.csv_1: True Class: B, Predicted: B, Probability: 0.9304815098930389
Sequence95.csv_1: True Class: A, Predicted: C, Probability: 0.9954182307772994
Sequence950.csv_1: True Class: C, Predicted: A, Probability: 0.9997100639867342
Sequence951.csv_1: True Class: B, Predicted: A, Probability: 0.9993585656217495
Sequence952.csv_1: True Class: A, Predicted: C, Probability: 0.6670653508352564
Sequence953.csv_1: True Class: C, Predicted: C, Probability: 0.9748130972611906
Sequence954.csv_1: True Class: C, Predicted: C, Probability: 0.8134895535501849
Sequence955.csv_1: True Class: B, Predicted: B, Probability: 0.9999381622542373
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.9394323672096487
Sequence957.csv_1: True Class: C, Predicted: A, Probability: 0.9997569698069358
Sequence958.csv_1: True Class: A, Predicted: A, Probability: 0.7031745524696293
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.9999877259658708
Sequence96.csv_1: True Class: C, Predicted: B, Probability: 0.9973397019310948
Sequence960.csv_1: True Class: A, Predicted: C, Probability: 0.9847959581368456
Sequence961.csv_1: True Class: B, Predicted: A, Probability: 0.9861754582839749
Sequence962.csv_1: True Class: B, Predicted: A, Probability: 0.9999961901208037
Sequence963.csv_1: True Class: B, Predicted: C, Probability: 0.9999998036586047
Sequence964.csv_1: True Class: A, Predicted: B, Probability: 0.6697900565718276
Sequence965.csv_1: True Class: B, Predicted: C, Probability: 0.9738505363104603
Sequence966.csv_1: True Class: B, Predicted: A, Probability: 0.6058499072170235
Sequence967.csv_1: True Class: A, Predicted: B, Probability: 0.7374262604335764
Sequence968.csv_1: True Class: A, Predicted: B, Probability: 0.9999916393370364
Sequence969.csv_1: True Class: C, Predicted: A, Probability: 0.9432415870176721
Sequence97.csv_1: True Class: B, Predicted: C, Probability: 0.9351804981599602
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.7195256611967449
Sequence971.csv_1: True Class: C, Predicted: C, Probability: 0.5894333770441773
Sequence972.csv_1: True Class: C, Predicted: C, Probability: 0.9996404231238301
Sequence973.csv_1: True Class: B, Predicted: B, Probability: 0.9995046704632568
Sequence974.csv_1: True Class: A, Predicted: C, Probability: 0.9793956743463417
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.9909618877126836
Sequence976.csv_1: True Class: C, Predicted: B, Probability: 0.930785702102373
Sequence977.csv_1: True Class: C, Predicted: B, Probability: 0.893550167954917
Sequence978.csv_1: True Class: B, Predicted: B, Probability: 0.9361774550566255
Sequence979.csv_1: True Class: B, Predicted: B, Probability: 0.534337009376934
Sequence98.csv_1: True Class: B, Predicted: B, Probability: 0.9864920910462296
Sequence980.csv_1: True Class: C, Predicted: A, Probability: 0.9999997970385188
Sequence981.csv_1: True Class: C, Predicted: A, Probability: 0.6141277373881411
Sequence982.csv_1: True Class: B, Predicted: B, Probability: 0.8825509920638792
Sequence983.csv_1: True Class: A, Predicted: A, Probability: 0.9999934632092884
Sequence984.csv_1: True Class: C, Predicted: C, Probability: 0.9215767299828379
Sequence985.csv_1: True Class: C, Predicted: A, Probability: 0.9969365239690127
Sequence986.csv_1: True Class: B, Predicted: A, Probability: 0.6329585369260802
Sequence987.csv_1: True Class: A, Predicted: C, Probability: 0.8781693009357421
Sequence988.csv_1: True Class: C, Predicted: B, Probability: 0.9778090767064821
Sequence989.csv_1: True Class: B, Predicted: C, Probability: 0.9323809502133383
Sequence99.csv_1: True Class: A, Predicted: B, Probability: 0.9273530767429714
Sequence990.csv_1: True Class: A, Predicted: B, Probability: 0.9582099933126774
Sequence991.csv_1: True Class: B, Predicted: A, Probability: 0.9992320588955805
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.5443716161994306
Sequence993.csv_1: True Class: A, Predicted: C, Probability: 0.9993027502249952
Sequence994.csv_1: True Class: B, Predicted: B, Probability: 0.9999995571704419
Sequence995.csv_1: True Class: C, Predicted: C, Probability: 0.606684627047851
Sequence996.csv_1: True Class: A, Predicted: C, Probability: 0.99940842131671
Sequence997.csv_1: True Class: A, Predicted: A, Probability: 0.6952789912305433
Sequence998.csv_1: True Class: C, Predicted: B, Probability: 0.9508488762963748
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.8216183732534957
