Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.9812428490007917
Sequence880.csv_1: True Class: C, Predicted: A, Probability: 0.9811937205980601
Sequence881.csv_1: True Class: C, Predicted: C, Probability: 0.9993299183811742
Sequence882.csv_1: True Class: C, Predicted: C, Probability: 0.5903638285797106
Sequence883.csv_1: True Class: B, Predicted: A, Probability: 0.9984303004095888
Sequence884.csv_1: True Class: B, Predicted: B, Probability: 0.8206223424599278
Sequence885.csv_1: True Class: C, Predicted: C, Probability: 0.9966319778103331
Sequence886.csv_1: True Class: B, Predicted: C, Probability: 0.7713073747633497
Sequence887.csv_1: True Class: B, Predicted: C, Probability: 0.9998748415250658
Sequence888.csv_1: True Class: A, Predicted: B, Probability: 0.9872857229361515
Sequence889.csv_1: True Class: A, Predicted: C, Probability: 0.7094510390041481
Sequence89.csv_1: True Class: B, Predicted: A, Probability: 0.9471691016255585
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.9997596852839316
Sequence891.csv_1: True Class: C, Predicted: C, Probability: 0.699565994512258
Sequence892.csv_1: True Class: B, Predicted: C, Probability: 0.9999938267179135
Sequence893.csv_1: True Class: C, Predicted: C, Probability: 0.9935011834662283
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.9972726074647055
Sequence895.csv_1: True Class: C, Predicted: A, Probability: 0.9804957081449123
Sequence896.csv_1: True Class: C, Predicted: A, Probability: 0.8710052682701728
Sequence897.csv_1: True Class: A, Predicted: B, Probability: 0.7920669428031533
Sequence898.csv_1: True Class: C, Predicted: B, Probability: 0.9128468584247001
Sequence899.csv_1: True Class: B, Predicted: C, Probability: 0.9599576397537144
Sequence9.csv_1: True Class: A, Predicted: C, Probability: 0.9992610603024139
Sequence90.csv_1: True Class: B, Predicted: C, Probability: 0.9759388854170368
Sequence900.csv_1: True Class: B, Predicted: C, Probability: 0.8393842002352182
Sequence901.csv_1: True Class: B, Predicted: A, Probability: 0.5023427597682248
Sequence902.csv_1: True Class: C, Predicted: A, Probability: 0.7642458451573908
Sequence903.csv_1: True Class: A, Predicted: B, Probability: 0.3839456126792586
Sequence904.csv_1: True Class: A, Predicted: C, Probability: 0.929269680228726
Sequence905.csv_1: True Class: A, Predicted: B, Probability: 0.9885886626880525
Sequence906.csv_1: True Class: C, Predicted: A, Probability: 0.9970326887171287
Sequence907.csv_1: True Class: A, Predicted: B, Probability: 0.9999231749249395
Sequence908.csv_1: True Class: B, Predicted: B, Probability: 0.9006742815953112
Sequence909.csv_1: True Class: C, Predicted: B, Probability: 0.8840258664207381
Sequence91.csv_1: True Class: C, Predicted: A, Probability: 0.9987237681238763
Sequence910.csv_1: True Class: C, Predicted: A, Probability: 0.9606900948082414
Sequence911.csv_1: True Class: C, Predicted: A, Probability: 0.6095742901683728
Sequence912.csv_1: True Class: C, Predicted: C, Probability: 0.9453719750089191
Sequence913.csv_1: True Class: C, Predicted: B, Probability: 0.9999969141359655
Sequence914.csv_1: True Class: C, Predicted: A, Probability: 0.9994560947002447
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.9876472021878954
Sequence916.csv_1: True Class: B, Predicted: C, Probability: 0.9842983300130069
Sequence917.csv_1: True Class: A, Predicted: B, Probability: 0.9994659794816665
Sequence918.csv_1: True Class: B, Predicted: B, Probability: 0.9903144189796909
Sequence919.csv_1: True Class: A, Predicted: C, Probability: 0.9430770926045434
Sequence92.csv_1: True Class: C, Predicted: C, Probability: 0.5427909557735936
Sequence920.csv_1: True Class: C, Predicted: A, Probability: 0.6906714241622122
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.81585989246929
Sequence922.csv_1: True Class: C, Predicted: A, Probability: 0.9994444700196917
Sequence923.csv_1: True Class: A, Predicted: C, Probability: 0.9357358221349442
Sequence924.csv_1: True Class: A, Predicted: C, Probability: 0.8770906199598272
Sequence925.csv_1: True Class: A, Predicted: C, Probability: 0.9638173308832919
Sequence926.csv_1: True Class: A, Predicted: B, Probability: 0.9214871819383957
Sequence927.csv_1: True Class: B, Predicted: B, Probability: 0.6590698758609213
Sequence928.csv_1: True Class: C, Predicted: B, Probability: 0.9994042866767141
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.8379763796865173
Sequence93.csv_1: True Class: B, Predicted: A, Probability: 0.9999925739169014
Sequence930.csv_1: True Class: A, Predicted: C, Probability: 0.9467533614469082
Sequence931.csv_1: True Class: C, Predicted: C, Probability: 0.9687739789671604
Sequence932.csv_1: True Class: A, Predicted: B, Probability: 0.9999609909407684
Sequence933.csv_1: True Class: B, Predicted: B, Probability: 0.8431954375961014
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.9991129127370344
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.9876698895744593
Sequence936.csv_1: True Class: C, Predicted: B, Probability: 0.9391122585562213
Sequence937.csv_1: True Class: B, Predicted: C, Probability: 0.9974048929685171
Sequence938.csv_1: True Class: B, Predicted: C, Probability: 0.9998372159350393
Sequence939.csv_1: True Class: B, Predicted: C, Probability: 0.9984345087448318
Sequence94.csv_1: True Class: B, Predicted: B, Probability: 0.7207274554914153
Sequence940.csv_1: True Class: B, Predicted: B, Probability: 0.8569485626045222
Sequence941.csv_1: True Class: C, Predicted: B, Probability: 0.999994850404354
Sequence942.csv_1: True Class: A, Predicted: B, Probability: 0.9881081452313198
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.9644607632159526
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.897246862372368
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.999999774849277
Sequence946.csv_1: True Class: A, Predicted: C, Probability: 0.784431434807373
Sequence947.csv_1: True Class: A, Predicted: C, Probability: 0.905111077294194
Sequence948.csv_1: True Class: C, Predicted: C, Probability: 0.49396350659474725
Sequence949.csv_1: True Class: B, Predicted: B, Probability: 0.9865542936270831
Sequence95.csv_1: True Class: A, Predicted: C, Probability: 0.9999749643771927
Sequence950.csv_1: True Class: C, Predicted: B, Probability: 0.5418358789493928
Sequence951.csv_1: True Class: B, Predicted: A, Probability: 0.9999404529272217
Sequence952.csv_1: True Class: A, Predicted: C, Probability: 0.9315028496845843
Sequence953.csv_1: True Class: C, Predicted: C, Probability: 0.5514099044416846
Sequence954.csv_1: True Class: C, Predicted: B, Probability: 0.9988435162044945
Sequence955.csv_1: True Class: B, Predicted: B, Probability: 0.9909946545098459
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.9978074263048443
Sequence957.csv_1: True Class: C, Predicted: A, Probability: 0.9834586042261304
Sequence958.csv_1: True Class: A, Predicted: B, Probability: 0.8367930389354549
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.9987924949300176
Sequence96.csv_1: True Class: C, Predicted: B, Probability: 0.9798534172871635
Sequence960.csv_1: True Class: A, Predicted: C, Probability: 0.9995899533037456
Sequence961.csv_1: True Class: B, Predicted: B, Probability: 0.9406541751354025
Sequence962.csv_1: True Class: B, Predicted: A, Probability: 0.9992484236852365
Sequence963.csv_1: True Class: B, Predicted: C, Probability: 0.9997640013510416
Sequence964.csv_1: True Class: A, Predicted: C, Probability: 0.9940792088926026
Sequence965.csv_1: True Class: B, Predicted: C, Probability: 0.9976599712690984
Sequence966.csv_1: True Class: B, Predicted: C, Probability: 0.9978752519491405
Sequence967.csv_1: True Class: A, Predicted: B, Probability: 0.9934420015731278
Sequence968.csv_1: True Class: A, Predicted: B, Probability: 0.9991010854215642
Sequence969.csv_1: True Class: C, Predicted: A, Probability: 0.9970230648937394
Sequence97.csv_1: True Class: B, Predicted: B, Probability: 0.9833777257011972
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.9075920651594307
Sequence971.csv_1: True Class: C, Predicted: C, Probability: 0.8282569278870247
Sequence972.csv_1: True Class: C, Predicted: A, Probability: 0.8439649436592643
Sequence973.csv_1: True Class: B, Predicted: B, Probability: 0.999697705881512
Sequence974.csv_1: True Class: A, Predicted: C, Probability: 0.9939620300558393
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.9938749668149943
Sequence976.csv_1: True Class: C, Predicted: A, Probability: 0.5415271548224628
Sequence977.csv_1: True Class: C, Predicted: B, Probability: 0.947404633738348
Sequence978.csv_1: True Class: B, Predicted: B, Probability: 0.9437188127869947
Sequence979.csv_1: True Class: B, Predicted: C, Probability: 0.46473267201810997
Sequence98.csv_1: True Class: B, Predicted: B, Probability: 0.8815647937843532
Sequence980.csv_1: True Class: C, Predicted: A, Probability: 0.9760896754843938
Sequence981.csv_1: True Class: C, Predicted: B, Probability: 0.7261423275083714
Sequence982.csv_1: True Class: B, Predicted: B, Probability: 0.9999807379523704
Sequence983.csv_1: True Class: A, Predicted: A, Probability: 0.9999911808384764
Sequence984.csv_1: True Class: C, Predicted: C, Probability: 0.755954485736079
Sequence985.csv_1: True Class: C, Predicted: C, Probability: 0.96006153920954
Sequence986.csv_1: True Class: B, Predicted: B, Probability: 0.8738364130757806
Sequence987.csv_1: True Class: A, Predicted: C, Probability: 0.9522408892588673
Sequence988.csv_1: True Class: C, Predicted: B, Probability: 0.9169207466370597
Sequence989.csv_1: True Class: B, Predicted: B, Probability: 0.9843974646157525
Sequence99.csv_1: True Class: A, Predicted: A, Probability: 0.9859173934719714
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.9874521480387016
Sequence991.csv_1: True Class: B, Predicted: A, Probability: 0.9999142433887992
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.9962173126718274
Sequence993.csv_1: True Class: A, Predicted: C, Probability: 0.9988640869220835
Sequence994.csv_1: True Class: B, Predicted: B, Probability: 0.9999363512843135
Sequence995.csv_1: True Class: C, Predicted: B, Probability: 0.999913024163378
Sequence996.csv_1: True Class: A, Predicted: C, Probability: 0.9984970491010501
Sequence997.csv_1: True Class: A, Predicted: B, Probability: 0.9877497955126109
Sequence998.csv_1: True Class: C, Predicted: B, Probability: 0.9731724974930671
Sequence999.csv_1: True Class: A, Predicted: B, Probability: 0.7107331450677791
