Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9098516696076443
Sequence883.csv_1: True Class: B, Predicted: B, Probability: 0.9999676337145974
Sequence884.csv_1: True Class: A, Predicted: A, Probability: 0.9999339321723895
Sequence885.csv_1: True Class: A, Predicted: A, Probability: 0.9939684668714175
Sequence886.csv_1: True Class: A, Predicted: A, Probability: 0.9999965777433031
Sequence887.csv_1: True Class: A, Predicted: B, Probability: 0.7817885060088153
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986429683
Sequence889.csv_1: True Class: A, Predicted: B, Probability: 0.957829277319345
Sequence89.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999754
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.977751060409798
Sequence891.csv_1: True Class: A, Predicted: B, Probability: 0.9999863505261127
Sequence892.csv_1: True Class: A, Predicted: A, Probability: 0.9765999985809939
Sequence893.csv_1: True Class: A, Predicted: A, Probability: 0.9332917491572417
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.9999308152551788
Sequence895.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999836865
Sequence896.csv_1: True Class: A, Predicted: B, Probability: 0.9999692137977799
Sequence897.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999990474
Sequence898.csv_1: True Class: A, Predicted: B, Probability: 0.9999259215574838
Sequence899.csv_1: True Class: A, Predicted: A, Probability: 0.9999991611790193
Sequence9.csv_1: True Class: A, Predicted: A, Probability: 0.9995682925476037
Sequence90.csv_1: True Class: A, Predicted: A, Probability: 0.9999999526994395
Sequence900.csv_1: True Class: A, Predicted: A, Probability: 0.9999987225900563
Sequence901.csv_1: True Class: A, Predicted: A, Probability: 0.9999995311405147
Sequence902.csv_1: True Class: B, Predicted: B, Probability: 0.9918028468709805
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999992114
Sequence904.csv_1: True Class: B, Predicted: B, Probability: 0.6242117464986531
Sequence905.csv_1: True Class: A, Predicted: A, Probability: 0.9616189219132907
Sequence906.csv_1: True Class: A, Predicted: A, Probability: 0.9980210021563712
Sequence907.csv_1: True Class: A, Predicted: A, Probability: 0.9999996391622574
Sequence908.csv_1: True Class: B, Predicted: B, Probability: 0.9999984447754662
Sequence909.csv_1: True Class: A, Predicted: A, Probability: 0.9999705027821875
Sequence91.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998916942
Sequence910.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999902682
Sequence911.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999952
Sequence912.csv_1: True Class: A, Predicted: A, Probability: 0.9999998789139016
Sequence913.csv_1: True Class: B, Predicted: B, Probability: 0.9030718944649909
Sequence914.csv_1: True Class: B, Predicted: B, Probability: 0.9999999671774786
Sequence915.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence916.csv_1: True Class: A, Predicted: A, Probability: 0.9997979502712363
Sequence917.csv_1: True Class: A, Predicted: B, Probability: 0.6174312468479829
Sequence918.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999837925
Sequence919.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988122
Sequence92.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999273043
Sequence920.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992412612
Sequence922.csv_1: True Class: B, Predicted: B, Probability: 0.9998915131344717
Sequence923.csv_1: True Class: A, Predicted: A, Probability: 0.999999999996181
Sequence924.csv_1: True Class: A, Predicted: A, Probability: 0.9666537754683976
Sequence925.csv_1: True Class: A, Predicted: A, Probability: 0.9999997924005123
Sequence926.csv_1: True Class: A, Predicted: A, Probability: 0.9999997688694652
Sequence927.csv_1: True Class: A, Predicted: A, Probability: 0.6289347025509681
Sequence928.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996540101
Sequence929.csv_1: True Class: A, Predicted: A, Probability: 0.9998058091891635
Sequence93.csv_1: True Class: A, Predicted: B, Probability: 0.9999161911713402
Sequence930.csv_1: True Class: B, Predicted: B, Probability: 0.9999998136088195
Sequence931.csv_1: True Class: A, Predicted: A, Probability: 0.991206284171508
Sequence932.csv_1: True Class: A, Predicted: A, Probability: 0.9874879146380372
Sequence933.csv_1: True Class: A, Predicted: A, Probability: 0.9999999968722245
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999990917
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999157544
Sequence936.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence937.csv_1: True Class: A, Predicted: A, Probability: 0.9446186728215474
Sequence938.csv_1: True Class: A, Predicted: A, Probability: 0.9999991111940083
Sequence939.csv_1: True Class: A, Predicted: A, Probability: 0.9999999746923036
Sequence94.csv_1: True Class: B, Predicted: B, Probability: 0.9985587111404004
Sequence940.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999840194
Sequence941.csv_1: True Class: A, Predicted: A, Probability: 0.9997694552023163
Sequence942.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999949841
Sequence943.csv_1: True Class: A, Predicted: B, Probability: 0.999916354152156
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.964086029711546
Sequence945.csv_1: True Class: A, Predicted: B, Probability: 0.8726007220032043
Sequence946.csv_1: True Class: A, Predicted: A, Probability: 0.678326187459318
Sequence947.csv_1: True Class: A, Predicted: A, Probability: 0.9999941706661574
Sequence948.csv_1: True Class: A, Predicted: A, Probability: 0.9996881084821604
Sequence949.csv_1: True Class: A, Predicted: A, Probability: 0.9999999977801414
Sequence95.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999679899
Sequence950.csv_1: True Class: A, Predicted: A, Probability: 0.9996473561918756
Sequence951.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998198
Sequence952.csv_1: True Class: B, Predicted: B, Probability: 0.685601321190401
Sequence953.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998363123
Sequence954.csv_1: True Class: B, Predicted: B, Probability: 0.9944224308614031
Sequence955.csv_1: True Class: A, Predicted: A, Probability: 0.6686378637714269
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence957.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence958.csv_1: True Class: A, Predicted: B, Probability: 0.9735099915205669
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.9999998326941469
Sequence96.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999306625
Sequence960.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence961.csv_1: True Class: A, Predicted: B, Probability: 0.9991389908532708
Sequence962.csv_1: True Class: A, Predicted: B, Probability: 0.9937299322480913
Sequence963.csv_1: True Class: B, Predicted: B, Probability: 0.99999355679009
Sequence964.csv_1: True Class: A, Predicted: A, Probability: 0.9520929149859441
Sequence965.csv_1: True Class: A, Predicted: A, Probability: 0.9625714007093076
Sequence966.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence967.csv_1: True Class: A, Predicted: A, Probability: 0.9998510035620057
Sequence968.csv_1: True Class: A, Predicted: A, Probability: 0.9515219418777652
Sequence969.csv_1: True Class: A, Predicted: B, Probability: 0.9970189864660058
Sequence97.csv_1: True Class: A, Predicted: A, Probability: 0.9999949539462328
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.9999995304614046
Sequence971.csv_1: True Class: A, Predicted: A, Probability: 0.9999727331867432
Sequence972.csv_1: True Class: A, Predicted: A, Probability: 0.9999999981657405
Sequence973.csv_1: True Class: A, Predicted: B, Probability: 0.7534498203443336
Sequence974.csv_1: True Class: A, Predicted: B, Probability: 0.9932830148641624
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999995
Sequence976.csv_1: True Class: A, Predicted: A, Probability: 0.9999988661890924
Sequence977.csv_1: True Class: A, Predicted: A, Probability: 0.9999999960980893
Sequence978.csv_1: True Class: A, Predicted: B, Probability: 0.9990664984256598
Sequence979.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence98.csv_1: True Class: B, Predicted: A, Probability: 0.9984516053862048
Sequence980.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999976
Sequence981.csv_1: True Class: A, Predicted: A, Probability: 0.9999115261128857
Sequence982.csv_1: True Class: B, Predicted: B, Probability: 0.9999999338273987
Sequence983.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998342749
Sequence984.csv_1: True Class: A, Predicted: A, Probability: 0.9996681069084763
Sequence985.csv_1: True Class: A, Predicted: A, Probability: 0.6289958073411875
Sequence986.csv_1: True Class: A, Predicted: A, Probability: 0.919041873507748
Sequence987.csv_1: True Class: A, Predicted: A, Probability: 0.9553058368454848
Sequence988.csv_1: True Class: A, Predicted: A, Probability: 0.9999308679785007
Sequence989.csv_1: True Class: B, Predicted: B, Probability: 0.9999999568413205
Sequence99.csv_1: True Class: A, Predicted: A, Probability: 0.9959489751392803
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.9999897046669044
Sequence991.csv_1: True Class: A, Predicted: A, Probability: 0.8848078090887543
Sequence992.csv_1: True Class: B, Predicted: B, Probability: 0.5660990559144704
Sequence993.csv_1: True Class: A, Predicted: A, Probability: 0.9999999804364423
Sequence994.csv_1: True Class: A, Predicted: A, Probability: 0.9999995556097344
Sequence995.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence996.csv_1: True Class: A, Predicted: A, Probability: 0.9999960224756417
Sequence997.csv_1: True Class: A, Predicted: B, Probability: 0.9208827630566014
Sequence998.csv_1: True Class: A, Predicted: B, Probability: 0.999894547024737
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.9999999822032859
