Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence88.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence880.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence881.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence882.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence883.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence884.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence885.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence886.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence887.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence889.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence89.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence890.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence891.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence892.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence893.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence895.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence896.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence897.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence898.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence899.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence9.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence90.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence900.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence901.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence902.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence904.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence905.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence906.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence907.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence908.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence909.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence91.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence910.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence911.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence912.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence913.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence914.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence916.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence917.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence918.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence919.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence92.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence920.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence922.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence923.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence924.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence925.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence926.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence927.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence928.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence93.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence930.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence931.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence932.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence933.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence936.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence937.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence938.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence939.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence94.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence940.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence941.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence942.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence946.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence947.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence948.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence949.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence95.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence950.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence951.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence952.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence953.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence954.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence955.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence957.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence958.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence959.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence96.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence960.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence961.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence962.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence963.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence964.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence965.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence966.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence967.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence968.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence969.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence97.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence970.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence971.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence972.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence973.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence974.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence975.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence976.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence977.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence978.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence979.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence98.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence980.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence981.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence982.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence983.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence984.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence985.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence986.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence987.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence988.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence989.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence99.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence991.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence993.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence994.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence995.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence996.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence997.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence998.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
