Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence889.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence89.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence890.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence891.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence892.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence893.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence894.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence895.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence896.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence897.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence898.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence899.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence9.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence90.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence900.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence901.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence902.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence904.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence905.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence906.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence907.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence908.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence909.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence91.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence910.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence911.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence912.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence913.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence914.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence916.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence917.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence918.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence919.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence92.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence920.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence922.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence923.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence924.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence925.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence926.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence927.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence928.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence929.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence93.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence930.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence931.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence932.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence933.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence934.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence936.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence937.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence938.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence939.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence94.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence940.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence941.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence942.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence943.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence946.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence947.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence948.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence949.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence95.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence950.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence951.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence952.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence953.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence954.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence955.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence956.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence957.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence958.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence96.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence960.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence961.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence962.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence963.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence964.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence965.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence966.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence967.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence968.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence969.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence97.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence970.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence971.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence972.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence973.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence974.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence975.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence976.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence977.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence978.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence979.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence98.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence980.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence981.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence982.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence983.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence984.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence985.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence986.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence987.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence988.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence989.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence99.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence990.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence991.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence992.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence993.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence994.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence995.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence996.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence997.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence998.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
