Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8315510682307945
Sequence880.csv_1: True Class: C, Predicted: B, Probability: 0.5803654303760696
Sequence881.csv_1: True Class: C, Predicted: C, Probability: 0.9997937763905009
Sequence882.csv_1: True Class: C, Predicted: A, Probability: 0.9023574119780792
Sequence883.csv_1: True Class: B, Predicted: A, Probability: 0.992235333168549
Sequence884.csv_1: True Class: B, Predicted: B, Probability: 0.5849452244799291
Sequence885.csv_1: True Class: C, Predicted: C, Probability: 0.9996365217583693
Sequence886.csv_1: True Class: B, Predicted: B, Probability: 0.5042579868030882
Sequence887.csv_1: True Class: B, Predicted: C, Probability: 0.9999702215867531
Sequence888.csv_1: True Class: A, Predicted: B, Probability: 0.9159161628076168
Sequence889.csv_1: True Class: A, Predicted: B, Probability: 0.7695062497772652
Sequence89.csv_1: True Class: B, Predicted: A, Probability: 0.6564474700897189
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.9895137785353781
Sequence891.csv_1: True Class: C, Predicted: C, Probability: 0.9997364653802678
Sequence892.csv_1: True Class: B, Predicted: C, Probability: 0.9999889875369217
Sequence893.csv_1: True Class: C, Predicted: C, Probability: 0.9228205265434822
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.9983500103258282
Sequence895.csv_1: True Class: C, Predicted: A, Probability: 0.9973072226119907
Sequence896.csv_1: True Class: C, Predicted: A, Probability: 0.9650315516521786
Sequence897.csv_1: True Class: A, Predicted: B, Probability: 0.8493592590965042
Sequence898.csv_1: True Class: C, Predicted: B, Probability: 0.6141426358027088
Sequence899.csv_1: True Class: B, Predicted: C, Probability: 0.9445709248260653
Sequence9.csv_1: True Class: A, Predicted: C, Probability: 0.9507670724151907
Sequence90.csv_1: True Class: B, Predicted: C, Probability: 0.9924682174834516
Sequence900.csv_1: True Class: B, Predicted: C, Probability: 0.6296573436117647
Sequence901.csv_1: True Class: B, Predicted: C, Probability: 0.7182356630484764
Sequence902.csv_1: True Class: C, Predicted: A, Probability: 0.9162317997755555
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.9861631053075347
Sequence904.csv_1: True Class: A, Predicted: C, Probability: 0.9525100587735923
Sequence905.csv_1: True Class: A, Predicted: A, Probability: 0.865641340191322
Sequence906.csv_1: True Class: C, Predicted: A, Probability: 0.9991179262863212
Sequence907.csv_1: True Class: A, Predicted: B, Probability: 0.9965702853610363
Sequence908.csv_1: True Class: B, Predicted: B, Probability: 0.9625017799249631
Sequence909.csv_1: True Class: C, Predicted: C, Probability: 0.8262679074582304
Sequence91.csv_1: True Class: C, Predicted: A, Probability: 0.996160743350019
Sequence910.csv_1: True Class: C, Predicted: A, Probability: 0.824756792084609
Sequence911.csv_1: True Class: C, Predicted: B, Probability: 0.7783583335985511
Sequence912.csv_1: True Class: C, Predicted: C, Probability: 0.9375948234073835
Sequence913.csv_1: True Class: C, Predicted: B, Probability: 0.9999546490995862
Sequence914.csv_1: True Class: C, Predicted: A, Probability: 0.9977440393190955
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.9966487779917103
Sequence916.csv_1: True Class: B, Predicted: C, Probability: 0.9988030516908558
Sequence917.csv_1: True Class: A, Predicted: B, Probability: 0.9997543487101473
Sequence918.csv_1: True Class: B, Predicted: B, Probability: 0.9247194902499591
Sequence919.csv_1: True Class: A, Predicted: C, Probability: 0.9354026256301421
Sequence92.csv_1: True Class: C, Predicted: B, Probability: 0.9195133943288529
Sequence920.csv_1: True Class: C, Predicted: A, Probability: 0.6881339171375708
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.9254667574267167
Sequence922.csv_1: True Class: C, Predicted: A, Probability: 0.6530040528738035
Sequence923.csv_1: True Class: A, Predicted: C, Probability: 0.9771602639215402
Sequence924.csv_1: True Class: A, Predicted: C, Probability: 0.9681651061330063
Sequence925.csv_1: True Class: A, Predicted: B, Probability: 0.6042295895060176
Sequence926.csv_1: True Class: A, Predicted: A, Probability: 0.9886025731939752
Sequence927.csv_1: True Class: B, Predicted: C, Probability: 0.8763939133696607
Sequence928.csv_1: True Class: C, Predicted: B, Probability: 0.8909410879193848
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.934937773232902
Sequence93.csv_1: True Class: B, Predicted: A, Probability: 0.9999877927536679
Sequence930.csv_1: True Class: A, Predicted: B, Probability: 0.6230673159532147
Sequence931.csv_1: True Class: C, Predicted: C, Probability: 0.8752096414041977
Sequence932.csv_1: True Class: A, Predicted: B, Probability: 0.9998654986218141
Sequence933.csv_1: True Class: B, Predicted: B, Probability: 0.7005849363425286
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.9974952170125284
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.6097941448031906
Sequence936.csv_1: True Class: C, Predicted: B, Probability: 0.9787360977180164
Sequence937.csv_1: True Class: B, Predicted: C, Probability: 0.9915382559080365
Sequence938.csv_1: True Class: B, Predicted: C, Probability: 0.9973689641592893
Sequence939.csv_1: True Class: B, Predicted: C, Probability: 0.894060839521994
Sequence94.csv_1: True Class: B, Predicted: B, Probability: 0.8839694556832866
Sequence940.csv_1: True Class: B, Predicted: B, Probability: 0.8801507520216147
Sequence941.csv_1: True Class: C, Predicted: B, Probability: 0.9999987857658534
Sequence942.csv_1: True Class: A, Predicted: B, Probability: 0.9802198410764658
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.9954460237728485
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.7753900456095447
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.9999927248503248
Sequence946.csv_1: True Class: A, Predicted: C, Probability: 0.9909250349823178
Sequence947.csv_1: True Class: A, Predicted: C, Probability: 0.9992856199550407
Sequence948.csv_1: True Class: C, Predicted: C, Probability: 0.8091077025403559
Sequence949.csv_1: True Class: B, Predicted: B, Probability: 0.9934790513024196
Sequence95.csv_1: True Class: A, Predicted: C, Probability: 0.9998310367543493
Sequence950.csv_1: True Class: C, Predicted: A, Probability: 0.4602472838268308
Sequence951.csv_1: True Class: B, Predicted: A, Probability: 0.999549882706053
Sequence952.csv_1: True Class: A, Predicted: A, Probability: 0.6948247329266147
Sequence953.csv_1: True Class: C, Predicted: C, Probability: 0.9972071461953229
Sequence954.csv_1: True Class: C, Predicted: B, Probability: 0.9986373170990904
Sequence955.csv_1: True Class: B, Predicted: B, Probability: 0.9947132466311315
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.9996716188187293
Sequence957.csv_1: True Class: C, Predicted: A, Probability: 0.9958463699649281
Sequence958.csv_1: True Class: A, Predicted: B, Probability: 0.6950039739209025
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.999763278443798
Sequence96.csv_1: True Class: C, Predicted: B, Probability: 0.9523469348488375
Sequence960.csv_1: True Class: A, Predicted: C, Probability: 0.9931072457193731
Sequence961.csv_1: True Class: B, Predicted: C, Probability: 0.9021846942387313
Sequence962.csv_1: True Class: B, Predicted: A, Probability: 0.9984966881428627
Sequence963.csv_1: True Class: B, Predicted: C, Probability: 0.9999923066055798
Sequence964.csv_1: True Class: A, Predicted: C, Probability: 0.753035144168409
Sequence965.csv_1: True Class: B, Predicted: C, Probability: 0.9682259199086113
Sequence966.csv_1: True Class: B, Predicted: A, Probability: 0.6178247038646055
Sequence967.csv_1: True Class: A, Predicted: B, Probability: 0.8408524138225129
Sequence968.csv_1: True Class: A, Predicted: B, Probability: 0.9997095403188812
Sequence969.csv_1: True Class: C, Predicted: A, Probability: 0.8744395711713124
Sequence97.csv_1: True Class: B, Predicted: B, Probability: 0.6879762735181238
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.9918016926474396
Sequence971.csv_1: True Class: C, Predicted: B, Probability: 0.7116691011826106
Sequence972.csv_1: True Class: C, Predicted: A, Probability: 0.9221043876683315
Sequence973.csv_1: True Class: B, Predicted: B, Probability: 0.9998331171318542
Sequence974.csv_1: True Class: A, Predicted: C, Probability: 0.6100045668568994
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.9883601881023676
Sequence976.csv_1: True Class: C, Predicted: B, Probability: 0.9699606944056227
Sequence977.csv_1: True Class: C, Predicted: B, Probability: 0.9768861972180567
Sequence978.csv_1: True Class: B, Predicted: B, Probability: 0.8145108756232974
Sequence979.csv_1: True Class: B, Predicted: B, Probability: 0.5324678265316913
Sequence98.csv_1: True Class: B, Predicted: B, Probability: 0.8288154774924706
Sequence980.csv_1: True Class: C, Predicted: A, Probability: 0.9774999013752341
Sequence981.csv_1: True Class: C, Predicted: B, Probability: 0.75770793043806
Sequence982.csv_1: True Class: B, Predicted: C, Probability: 0.9691324929123232
Sequence983.csv_1: True Class: A, Predicted: A, Probability: 0.9999690802707565
Sequence984.csv_1: True Class: C, Predicted: C, Probability: 0.8932995524697029
Sequence985.csv_1: True Class: C, Predicted: A, Probability: 0.7882262321878954
Sequence986.csv_1: True Class: B, Predicted: B, Probability: 0.8280208130562382
Sequence987.csv_1: True Class: A, Predicted: B, Probability: 0.5154378335332543
Sequence988.csv_1: True Class: C, Predicted: C, Probability: 0.5736887481400934
Sequence989.csv_1: True Class: B, Predicted: C, Probability: 0.6654518162829347
Sequence99.csv_1: True Class: A, Predicted: A, Probability: 0.912462292131329
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.6217908124264743
Sequence991.csv_1: True Class: B, Predicted: A, Probability: 0.9992430709136334
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.8151457497475654
Sequence993.csv_1: True Class: A, Predicted: C, Probability: 0.9998175333099514
Sequence994.csv_1: True Class: B, Predicted: B, Probability: 0.9999949664201844
Sequence995.csv_1: True Class: C, Predicted: B, Probability: 0.9995320181147674
Sequence996.csv_1: True Class: A, Predicted: C, Probability: 0.9980825099894782
Sequence997.csv_1: True Class: A, Predicted: B, Probability: 0.9814245278713706
Sequence998.csv_1: True Class: C, Predicted: B, Probability: 0.8620555483353665
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.5390914512257738
