Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence88.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence880.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence881.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence882.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence883.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence884.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence885.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence886.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence887.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence889.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence89.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence890.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence891.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence892.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence893.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence895.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence896.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence897.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence898.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence899.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence9.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence90.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence900.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence901.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence902.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence903.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence904.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence905.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence906.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence907.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence908.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence909.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence91.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence910.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence911.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence912.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence913.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence914.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence916.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence917.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence918.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence919.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence92.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence920.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence922.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence923.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence924.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence925.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence926.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence927.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence928.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence93.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence930.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence931.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence932.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence933.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence935.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence936.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence937.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence938.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence939.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence94.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence940.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence941.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence942.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence944.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence946.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence947.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence948.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence949.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence95.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence950.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence951.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence952.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence953.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence954.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence955.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence957.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence958.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence959.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence96.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence960.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence961.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence962.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence963.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence964.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence965.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence966.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence967.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence968.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence969.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence97.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence971.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence972.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence973.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence974.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence976.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence977.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence978.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence979.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence98.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence980.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence981.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence982.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence983.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence984.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence985.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence986.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence987.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence988.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence989.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence99.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence991.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence993.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence994.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence995.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence996.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence997.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence998.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence999.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
