Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8315726903420577
Sequence880.csv_1: True Class: C, Predicted: B, Probability: 0.5817357915539529
Sequence881.csv_1: True Class: C, Predicted: C, Probability: 0.9997951717541652
Sequence882.csv_1: True Class: C, Predicted: A, Probability: 0.9018316804903141
Sequence883.csv_1: True Class: B, Predicted: A, Probability: 0.9921716624137228
Sequence884.csv_1: True Class: B, Predicted: B, Probability: 0.5845004310607748
Sequence885.csv_1: True Class: C, Predicted: C, Probability: 0.9996365415622461
Sequence886.csv_1: True Class: B, Predicted: B, Probability: 0.5046530162489151
Sequence887.csv_1: True Class: B, Predicted: C, Probability: 0.9999701804123611
Sequence888.csv_1: True Class: A, Predicted: B, Probability: 0.9163823504016255
Sequence889.csv_1: True Class: A, Predicted: B, Probability: 0.7694566352869672
Sequence89.csv_1: True Class: B, Predicted: A, Probability: 0.655299037243728
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.9895594777931658
Sequence891.csv_1: True Class: C, Predicted: C, Probability: 0.9997367739797179
Sequence892.csv_1: True Class: B, Predicted: C, Probability: 0.9999890162953429
Sequence893.csv_1: True Class: C, Predicted: C, Probability: 0.9231098826448185
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.9983433919302058
Sequence895.csv_1: True Class: C, Predicted: A, Probability: 0.997289947270471
Sequence896.csv_1: True Class: C, Predicted: A, Probability: 0.9648176715803476
Sequence897.csv_1: True Class: A, Predicted: B, Probability: 0.8494523306047299
Sequence898.csv_1: True Class: C, Predicted: B, Probability: 0.615076677136579
Sequence899.csv_1: True Class: B, Predicted: C, Probability: 0.9448830058533677
Sequence9.csv_1: True Class: A, Predicted: C, Probability: 0.9508205498686421
Sequence90.csv_1: True Class: B, Predicted: C, Probability: 0.9924785127391177
Sequence900.csv_1: True Class: B, Predicted: C, Probability: 0.6309582111812719
Sequence901.csv_1: True Class: B, Predicted: C, Probability: 0.7194417030736809
Sequence902.csv_1: True Class: C, Predicted: A, Probability: 0.9158458588110733
Sequence903.csv_1: True Class: A, Predicted: A, Probability: 0.9860809977120143
Sequence904.csv_1: True Class: A, Predicted: C, Probability: 0.9525362041876342
Sequence905.csv_1: True Class: A, Predicted: A, Probability: 0.864828058745769
Sequence906.csv_1: True Class: C, Predicted: A, Probability: 0.9991129430639905
Sequence907.csv_1: True Class: A, Predicted: B, Probability: 0.9965940191887505
Sequence908.csv_1: True Class: B, Predicted: B, Probability: 0.962435612875174
Sequence909.csv_1: True Class: C, Predicted: C, Probability: 0.8261528794610212
Sequence91.csv_1: True Class: C, Predicted: A, Probability: 0.9961329585000349
Sequence910.csv_1: True Class: C, Predicted: A, Probability: 0.82393993246711
Sequence911.csv_1: True Class: C, Predicted: B, Probability: 0.7789477289014205
Sequence912.csv_1: True Class: C, Predicted: C, Probability: 0.9377194488167235
Sequence913.csv_1: True Class: C, Predicted: B, Probability: 0.9999546618245605
Sequence914.csv_1: True Class: C, Predicted: A, Probability: 0.9977300647073225
Sequence915.csv_1: True Class: B, Predicted: A, Probability: 0.9966245231769774
Sequence916.csv_1: True Class: B, Predicted: C, Probability: 0.9988124970336778
Sequence917.csv_1: True Class: A, Predicted: B, Probability: 0.9997552209936515
Sequence918.csv_1: True Class: B, Predicted: B, Probability: 0.9246429576851881
Sequence919.csv_1: True Class: A, Predicted: C, Probability: 0.9355464842801146
Sequence92.csv_1: True Class: C, Predicted: B, Probability: 0.9195672009597378
Sequence920.csv_1: True Class: C, Predicted: A, Probability: 0.6871115843444423
Sequence921.csv_1: True Class: A, Predicted: A, Probability: 0.9252507258376186
Sequence922.csv_1: True Class: C, Predicted: A, Probability: 0.6520813680279868
Sequence923.csv_1: True Class: A, Predicted: C, Probability: 0.9771901216948691
Sequence924.csv_1: True Class: A, Predicted: C, Probability: 0.9681988183410775
Sequence925.csv_1: True Class: A, Predicted: B, Probability: 0.6036070765120273
Sequence926.csv_1: True Class: A, Predicted: A, Probability: 0.9885088699597743
Sequence927.csv_1: True Class: B, Predicted: C, Probability: 0.877244335768316
Sequence928.csv_1: True Class: C, Predicted: B, Probability: 0.8914208727587852
Sequence929.csv_1: True Class: B, Predicted: A, Probability: 0.9345267034764795
Sequence93.csv_1: True Class: B, Predicted: A, Probability: 0.9999877122159746
Sequence930.csv_1: True Class: A, Predicted: B, Probability: 0.6230129435144295
Sequence931.csv_1: True Class: C, Predicted: C, Probability: 0.875899662307668
Sequence932.csv_1: True Class: A, Predicted: B, Probability: 0.999865273193272
Sequence933.csv_1: True Class: B, Predicted: B, Probability: 0.7007712135186833
Sequence934.csv_1: True Class: A, Predicted: A, Probability: 0.9974841061411728
Sequence935.csv_1: True Class: B, Predicted: A, Probability: 0.6086448023661403
Sequence936.csv_1: True Class: C, Predicted: B, Probability: 0.9787359235537831
Sequence937.csv_1: True Class: B, Predicted: C, Probability: 0.9915635992316317
Sequence938.csv_1: True Class: B, Predicted: C, Probability: 0.9973691039384371
Sequence939.csv_1: True Class: B, Predicted: C, Probability: 0.893994552864753
Sequence94.csv_1: True Class: B, Predicted: B, Probability: 0.884103323769894
Sequence940.csv_1: True Class: B, Predicted: B, Probability: 0.879899683253831
Sequence941.csv_1: True Class: C, Predicted: B, Probability: 0.9999987911497188
Sequence942.csv_1: True Class: A, Predicted: B, Probability: 0.9801775823815301
Sequence943.csv_1: True Class: A, Predicted: A, Probability: 0.995414676453425
Sequence944.csv_1: True Class: A, Predicted: A, Probability: 0.7742768437713607
Sequence945.csv_1: True Class: A, Predicted: A, Probability: 0.9999926881097796
Sequence946.csv_1: True Class: A, Predicted: C, Probability: 0.9909908206293213
Sequence947.csv_1: True Class: A, Predicted: C, Probability: 0.99928532762731
Sequence948.csv_1: True Class: C, Predicted: C, Probability: 0.8092008412010372
Sequence949.csv_1: True Class: B, Predicted: B, Probability: 0.9934717697783414
Sequence95.csv_1: True Class: A, Predicted: C, Probability: 0.9998316478505337
Sequence950.csv_1: True Class: C, Predicted: A, Probability: 0.4589851792510021
Sequence951.csv_1: True Class: B, Predicted: A, Probability: 0.9995465183381346
Sequence952.csv_1: True Class: A, Predicted: A, Probability: 0.6934370395687097
Sequence953.csv_1: True Class: C, Predicted: C, Probability: 0.9972270225520303
Sequence954.csv_1: True Class: C, Predicted: B, Probability: 0.9986363969835761
Sequence955.csv_1: True Class: B, Predicted: B, Probability: 0.9947139527872217
Sequence956.csv_1: True Class: A, Predicted: A, Probability: 0.9996693854973097
Sequence957.csv_1: True Class: C, Predicted: A, Probability: 0.9958262865507309
Sequence958.csv_1: True Class: A, Predicted: B, Probability: 0.6961197439344314
Sequence959.csv_1: True Class: A, Predicted: A, Probability: 0.9997619112030048
Sequence96.csv_1: True Class: C, Predicted: B, Probability: 0.9525221297806666
Sequence960.csv_1: True Class: A, Predicted: C, Probability: 0.9931558530979077
Sequence961.csv_1: True Class: B, Predicted: C, Probability: 0.9021587414908319
Sequence962.csv_1: True Class: B, Predicted: A, Probability: 0.9984845119180904
Sequence963.csv_1: True Class: B, Predicted: C, Probability: 0.9999923458251339
Sequence964.csv_1: True Class: A, Predicted: C, Probability: 0.7532364003971056
Sequence965.csv_1: True Class: B, Predicted: C, Probability: 0.9684096999853805
Sequence966.csv_1: True Class: B, Predicted: A, Probability: 0.6162784139303391
Sequence967.csv_1: True Class: A, Predicted: B, Probability: 0.8406958433681189
Sequence968.csv_1: True Class: A, Predicted: B, Probability: 0.9997112893916488
Sequence969.csv_1: True Class: C, Predicted: A, Probability: 0.8740988668961381
Sequence97.csv_1: True Class: B, Predicted: B, Probability: 0.6880139276187945
Sequence970.csv_1: True Class: A, Predicted: A, Probability: 0.991754353202269
Sequence971.csv_1: True Class: C, Predicted: B, Probability: 0.711859332035732
Sequence972.csv_1: True Class: C, Predicted: A, Probability: 0.9217618375043631
Sequence973.csv_1: True Class: B, Predicted: B, Probability: 0.999832917603108
Sequence974.csv_1: True Class: A, Predicted: C, Probability: 0.6099857811055223
Sequence975.csv_1: True Class: A, Predicted: A, Probability: 0.9883055603421127
Sequence976.csv_1: True Class: C, Predicted: B, Probability: 0.9701346157265068
Sequence977.csv_1: True Class: C, Predicted: B, Probability: 0.9768695923574021
Sequence978.csv_1: True Class: B, Predicted: B, Probability: 0.8147410727606038
Sequence979.csv_1: True Class: B, Predicted: B, Probability: 0.5335778039806128
Sequence98.csv_1: True Class: B, Predicted: B, Probability: 0.8290186177717856
Sequence980.csv_1: True Class: C, Predicted: A, Probability: 0.977339421808983
Sequence981.csv_1: True Class: C, Predicted: B, Probability: 0.757529284002617
Sequence982.csv_1: True Class: B, Predicted: C, Probability: 0.969322485674541
Sequence983.csv_1: True Class: A, Predicted: A, Probability: 0.9999689737599311
Sequence984.csv_1: True Class: C, Predicted: C, Probability: 0.8936779509761061
Sequence985.csv_1: True Class: C, Predicted: A, Probability: 0.7872085827164667
Sequence986.csv_1: True Class: B, Predicted: B, Probability: 0.8279274410136253
Sequence987.csv_1: True Class: A, Predicted: B, Probability: 0.5150077215979687
Sequence988.csv_1: True Class: C, Predicted: C, Probability: 0.5740188643191999
Sequence989.csv_1: True Class: B, Predicted: C, Probability: 0.6658251648389819
Sequence99.csv_1: True Class: A, Predicted: A, Probability: 0.9120776667784017
Sequence990.csv_1: True Class: A, Predicted: A, Probability: 0.6204509297550849
Sequence991.csv_1: True Class: B, Predicted: A, Probability: 0.9992387438947947
Sequence992.csv_1: True Class: A, Predicted: A, Probability: 0.8141787925406128
Sequence993.csv_1: True Class: A, Predicted: C, Probability: 0.9998187902552471
Sequence994.csv_1: True Class: B, Predicted: B, Probability: 0.9999949784068353
Sequence995.csv_1: True Class: C, Predicted: B, Probability: 0.9995315104460506
Sequence996.csv_1: True Class: A, Predicted: C, Probability: 0.9980846332541707
Sequence997.csv_1: True Class: A, Predicted: B, Probability: 0.9815107063696423
Sequence998.csv_1: True Class: C, Predicted: B, Probability: 0.8625599043612128
Sequence999.csv_1: True Class: A, Predicted: A, Probability: 0.5381399530941018
