Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence88.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence880.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence881.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence882.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence883.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence884.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence885.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence886.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence887.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence888.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence889.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence89.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence890.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence891.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence892.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence893.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence894.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence895.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence896.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence897.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence898.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence899.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence9.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence90.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence900.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence901.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence902.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence903.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence904.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence905.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence906.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence907.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence908.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence909.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence91.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence910.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence911.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence912.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence913.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence914.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence915.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence916.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence917.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence918.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence919.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence92.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence920.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence921.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence922.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence923.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence924.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence925.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence926.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence927.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence928.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence929.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence93.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence930.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence931.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence932.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence933.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence934.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence935.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence936.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence937.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence938.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence939.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence94.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence940.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence941.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence942.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence943.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence944.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence945.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence946.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence947.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence948.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence949.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence95.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence950.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence951.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence952.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence953.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence954.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence955.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence956.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence957.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence958.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence959.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence96.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence960.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence961.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence962.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence963.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence964.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence965.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence966.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence967.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence968.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence969.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence97.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence970.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence971.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence972.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence973.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence974.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence975.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence976.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence977.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence978.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence979.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence98.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence980.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence981.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence982.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence983.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence984.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence985.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence986.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence987.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence988.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence989.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence99.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence990.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence991.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence992.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence993.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence994.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence995.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence996.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence997.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
Sequence998.csv_1: True Class: A, Predicted: B, Probability: 0.5805592543275633
Sequence999.csv_1: True Class: B, Predicted: B, Probability: 0.5805592543275633
